Date,Forecast,Lower,Upper
2025-01-01,7.493116302627399,0.4920345486379789,14.49419805661682
2025-01-02,8.311369659444736,1.2704178889087387,15.352321429980734
2025-01-03,8.131113076710037,1.025676757882028,15.236549395538045
2025-01-04,8.311558737608905,1.1824326154360412,15.440684859781769
2025-01-05,7.3625175399937675,0.20262898438856247,14.522406095598972
2025-01-06,6.875107335417088,-0.3137667291763888,14.063981400010565
2025-01-07,7.648458466591812,0.43035894611306524,14.866557987070559
2025-01-08,7.356409266472387,-0.24061228918714317,14.953430822131917
2025-01-09,8.262669038492557,0.6514765087945955,15.87386156819052
2025-01-10,7.9903626976580355,0.3281228670753453,15.652602528240726
2025-01-11,8.315476512703206,0.6125217704038883,16.018431255002525
2025-01-12,7.270116997943358,-0.47543126419521897,15.015665260081935
2025-01-13,6.836354954369249,-0.9510919402463625,14.62380184898486
2025-01-14,7.538914802795201,-0.2903072829538571,15.36813688854426
2025-01-15,7.2927409210003376,-0.7494638795317545,15.33494572153243
2025-01-16,8.210509520813968,0.13812789660323688,16.2828911450247
2025-01-17,7.926168273066526,-0.2017102962938928,16.054046842426946
2025-01-18,8.270195544242224,0.09340195878671054,16.446989129697737
2025-01-19,7.2122437477405335,-1.0144986364727906,15.438986131953857
2025-01-20,6.785495444228864,-1.4906033732584127,15.061594261716142
2025-01-21,7.478800339643332,-0.8464258002150267,15.80402647950169
2025-01-22,7.238624002299556,-1.2883332832132943,15.765581287812406
2025-01-23,8.157897217250348,-0.40673435528564994,16.722528789786345
2025-01-24,7.871982576955492,-0.7545215406990753,16.498486694610058
2025-01-25,8.218482512973925,-0.4636246802922468,16.900589706240098
2025-01-26,7.158884455092462,-1.5797205768082172,15.897489486993141
2025-01-27,6.733053098138445,-2.061412959982432,15.527519156259322
2025-01-28,7.425148040342357,-1.4248862213287143,16.275182302013427
2025-01-29,7.185755796462395,-1.8699658594545117,16.2414774523793
2025-01-30,8.105225718399563,-0.9942045198538345,17.20465595665296
2025-01-31,7.819105379452115,-1.3486068004536573,16.98681755935789
2025-02-01,7.3721629877124215,-1.857450129248365,16.601776104673206
2025-02-02,6.3123497046170165,-2.9800125605553056,15.604711969789339
2025-02-03,5.886638225357679,-3.467775969581913,15.24105242029727
2025-02-04,6.5785749834227865,-2.8375425145342223,15.994692481379795
2025-02-05,6.339285248588819,-3.2876355726234614,15.9662060698011
2025-02-06,7.258780887161112,-2.417587212755958,16.935148987078183
2025-02-07,6.972633656046323,-2.778183152711783,16.72345046480443
2025-02-08,7.319499120136015,-2.499254245377818,17.13825248564985
2025-02-09,6.2596576994111395,-3.6278428404154397,16.14715823923772
2025-02-10,5.83396189245196,-4.121531240765178,15.789455025669097
2025-02-11,6.5258779701952605,-3.4972075847999697,16.54896352519049
2025-02-12,6.286601636958164,-3.9519139116671287,16.525117185583454
2025-02-13,7.206100637614007,-3.087436145037074,17.49963742026509
2025-02-14,6.9199498907315835,-3.4539147800466896,17.293814561509855
2025-02-15,7.266820880025417,-3.180758202220412,17.714399962271244
2025-02-16,6.206975780706486,-4.315090329848841,16.729041891261815
2025-02-17,5.7812820226772,-4.814465188594804,16.3770292339492
2025-02-18,6.4731953967631455,-4.1957856589122535,17.142176452438544
2025-02-19,6.233920815593848,-4.654517687842908,17.122359319030604
2025-02-20,7.153420255794202,-3.7954456220784785,18.102286133666883
2025-02-21,6.867269049275269,-4.167513433524961,17.902051532075497
2025-02-22,7.2141407609108015,-3.8998750013670715,18.328156523188674
2025-02-23,6.154295180668122,-5.039688247632212,17.348278608968457
2025-02-24,5.728601690507222,-5.5444985763017804,17.001701957316225
2025-02-25,6.420514711128501,-4.931212853720698,17.7722422759777
2025-02-26,6.181240359017103,-5.393450075087442,17.75593079312165
2025-02-27,7.100739856681635,-4.539605116191343,18.741084829554612
2025-02-28,6.814588590071779,-4.916980975422582,18.54615815556614
2025-03-01,6.564280478231204,-5.251787650906648,18.380348607369058
2025-03-02,5.504434835114598,-6.396828777387615,17.40569844761681
2025-03-03,5.078741379973671,-6.906828268764226,17.06431102871157
2025-03-04,5.770654354384483,-6.298694380858132,17.840003089627096
2025-03-05,5.531380032219136,-6.7640042033065075,17.826764267744778
2025-03-06,6.45087953739629,-5.915202521243074,18.816961596035654
2025-03-07,6.164728262930399,-6.297621096565155,18.627077622425954
2025-03-08,6.511600081347961,-6.04027038004322,19.06347054273914
2025-03-09,5.4517544300114835,-7.190298090964163,18.09380695098713
2025-03-10,5.026060979448918,-7.705251410101052,17.757373368998888
2025-03-11,5.717973947818365,-7.102038674979976,18.537986570616706
2025-03-12,5.478699629568041,-7.5700671316256845,18.527466390761766
2025-03-13,6.3981991357273635,-6.7261257920130255,19.522524063467753
2025-03-14,6.112047860234409,-7.113339964538026,19.337435685006845
2025-03-15,6.458919680266053,-6.8607830968974515,19.778622457429556
2025-03-16,5.399074027854947,-8.015570646745608,18.813718702455503
2025-03-17,4.973380577890936,-8.535256416100975,18.482017571882846
2025-03-18,5.665293545470565,-7.93674787522942,19.26733496617055
2025-03-19,5.426019227732073,-8.407207315506064,19.25924577097021
2025-03-20,6.345518734019802,-7.567948329572118,20.25898579761172
2025-03-21,6.059367458392572,-7.9597300793270325,20.078464996112174
2025-03-22,6.406239278635233,-7.711753944951319,20.524232502221786
2025-03-23,5.3463936260836356,-8.87109038638998,19.56387763855725
2025-03-24,4.9207001761978795,-9.395302453946956,19.236702806342713
2025-03-25,5.612613143674249,-8.801296009197442,20.02652229654594
2025-03-26,5.373338826002673,-9.273953682524498,20.020631334529845
2025-03-27,6.292838332307188,-8.439206494301049,21.024883158915422
2025-03-28,6.006687056662404,-8.835346700657393,20.8487208139822
2025-03-29,6.353558876932652,-8.591754113309745,21.298871867175052
2025-03-30,5.293713224362687,-9.755444498616345,20.34287094734172
2025-03-31,4.868019774487163,-10.283992148202143,20.02003169717647
