Date,Forecast,Lower,Upper
2025-08-01,2.330522516519604,-5.283989540671105,9.945034573710313
2025-08-02,2.4309099279208164,-5.186907940691951,10.048727796533584
2025-08-03,2.3831628952929425,-5.235313459031373,10.001639249617257
2025-08-04,2.4250522745274417,-5.193917692194444,10.044022241249326
2025-08-05,2.3620557608433796,-5.2574141396763086,9.981525661363069
2025-08-06,2.444497558105206,-5.175471979566726,10.06446709577714
2025-08-07,2.3943686246348506,-5.226100528346685,10.014837777616385
2025-08-08,2.339637623581944,-5.2865789924322915,9.96585423959618
2025-08-09,2.4412723692135896,-5.1853755433055895,10.06792028173277
2025-08-10,2.366440769408765,-5.260738232840315,9.993619771657844
2025-08-11,2.43638527260931,-5.191320443831533,10.064090989050152
2025-08-12,2.371691512539577,-5.256541060993,9.999924086072156
2025-08-13,2.483330954432112,-5.145428432383582,10.112090341247807
2025-08-14,2.3779019542318016,-5.251384209790472,10.007188118254074
2025-08-15,2.33975309236952,-5.29017088174152,9.96967706648056
2025-08-16,2.4414214835351253,-5.189026075466549,10.0718690425368
2025-08-17,2.365859306037357,-5.265116305559438,9.996834917634153
2025-08-18,2.4365605666784704,-5.194942874137887,10.068064007494828
2025-08-19,2.3718210251738605,-5.260210216091503,10.003852266439223
2025-08-20,2.4842480427993636,-5.148310962096485,10.116807047695211
2025-08-21,2.377327381503136,-5.255759350539201,10.010414113545473
2025-08-22,2.339625805392579,-5.294031945607973,9.973283556393131
2025-08-23,2.4412951041110507,-5.192889047222774,10.075479255444876
2025-08-24,2.365713220048959,-5.268999104888932,10.00042554498685
2025-08-25,2.4364348934255333,-5.198805493601052,10.07167528045212
2025-08-26,2.3716941170149033,-5.264074298684863,10.00746253271467
2025-08-27,2.4841423786668684,-5.152154029065555,10.12043878639929
2025-08-28,2.377181481382573,-5.25964288187663,10.014005844641776
2025-08-29,2.3394919703343944,-5.2979018623557135,9.976885803024503
2025-08-30,2.441161293533149,-5.19675921830127,10.079081805367569
2025-08-31,2.365578877907226,-5.272870013486339,10.00402776930079
2025-09-01,2.4363011018958547,-5.202676060551327,10.075278264343037
2025-09-02,2.3715602921749346,-5.2679451077742225,10.011065692124092
2025-09-03,2.484009126862154,-5.1560244739425825,10.12404272766689
2025-09-04,2.37704714425443,-5.263514620888565,10.017608909397424
2025-09-05,2.3393579586486095,-5.30177343456384,9.98048935186106
2025-09-06,2.4410272825076946,-5.20063100005522,10.082685565070609
2025-09-07,2.365444852543397,-5.276742017729149,10.007631722815944
2025-09-08,2.4361670913842066,-5.2065482581664195,10.078882440934832
2025-09-09,2.371426280764776,-5.271817514497798,10.01467007602735
2025-09-10,2.483875130909018,-5.159897073408298,10.127647335226335
2025-09-11,2.376913119025837,-5.267387457817756,10.02121369586943
2025-09-12,2.339223942198482,-5.305646467287644,9.984094351684607
2025-09-13,2.440893266075378,-5.204504241021413,10.086290773172168
2025-09-14,2.3653108357243178,-5.280615467196146,10.01123713864478
2025-09-15,2.436033074965749,-5.210421915341657,10.082488065273154
2025-09-16,2.3712922643220824,-5.275691379794946,10.01827590843911
2025-09-17,2.4837411148832613,-5.1637711463752645,10.131253376141787
2025-09-18,2.3767791022104054,-5.27126173965003,10.024819944070842
2025-09-19,2.3390899256198403,-5.309520954594111,9.987700805833791
2025-09-20,2.4407592494972175,-5.208378936439742,10.089897435434178
2025-09-21,2.3651768191357245,-5.284490370642383,10.014844008913833
2025-09-22,2.4358990583879625,-5.21429702678728,10.086095143563204
2025-09-23,2.371158247743642,-5.279566699240326,10.02188319472761
2025-09-24,2.4836070983160674,-5.167646673797603,10.134860870429737
2025-09-25,2.376645085621911,-5.275137475070773,10.028427646314595
2025-09-26,2.338955909037733,-5.313396895649198,9.991308713724663
2025-09-27,2.4406252329151226,-5.2122550855078895,10.093505551338135
2025-09-28,2.365042802553348,-5.2883667276301685,10.018452332736864
2025-09-29,2.435765041805877,-5.218173591686823,10.089703675298576
2025-09-30,2.3710242311615386,-5.283443472040874,10.02549193436395
2025-10-01,2.4834730817342674,-5.171523654487949,10.138469817956484
2025-10-02,2.376511069039536,-5.279014663640718,10.032036801719789
2025-10-03,2.3388218924555306,-5.3172742897569485,9.99491807466801
2025-10-04,2.440491216332921,-5.21613268753081,10.097115120196651
2025-10-05,2.364908785971139,-5.292244537474366,10.022062109416643
2025-10-06,2.4356310252236764,-5.2220516093449945,10.093313659792347
2025-10-07,2.370890214579338,-5.287321697501989,10.029102126660666
2025-10-08,2.483339065152075,-5.1754020877411335,10.142080218045283
2025-10-09,2.376377052457328,-5.282893304674937,10.035647409589593
2025-10-10,2.338687875873327,-5.3211531362255995,9.998528887972252
2025-10-11,2.440357199750717,-5.220011741816842,10.100726141318276
2025-10-12,2.364774769388935,-5.296123799483647,10.025673338261516
2025-10-13,2.435497008641472,-5.225931079070278,10.096925096353221
2025-10-14,2.370756197997133,-5.291201374932248,10.032713770926513
2025-10-15,2.4832050485698702,-5.179281972865525,10.145692070005264
2025-10-16,2.376243035875123,-5.28677339748242,10.039259469232665
2025-10-17,2.338553859291122,-5.325033434364036,10.00214115294628
2025-10-18,2.440223183168512,-5.223892247674944,10.104338614011969
2025-10-19,2.36464075280673,-5.30000451296706,10.02928601858052
2025-10-20,2.435362992059267,-5.22981200017178,10.100537984290314
2025-10-21,2.3706221814149284,-5.2950825036408355,10.036326866470691
2025-10-22,2.4830710319876657,-5.183163309170369,10.149305373145701
2025-10-23,2.376109019292919,-5.290654941372507,10.042872979958345
2025-10-24,2.3384198427089182,-5.328915183481682,10.005754868899517
2025-10-25,2.4400891665863083,-5.227774204414617,10.107952537587233
2025-10-26,2.3645067362245262,-5.303886677234175,10.032900149683227
2025-10-27,2.4352289754770635,-5.233694371959148,10.104152322913274
2025-10-28,2.3704881648327247,-5.298965082937469,10.039941412602918
2025-10-29,2.482937015405462,-5.187046095965465,10.152920126776388
2025-10-30,2.3759750027107147,-5.294537935655064,10.046487941076492
2025-10-31,2.338285826126714,-5.332798382888489,10.009370035141918
2025-11-01,2.439955150004104,-5.231657611345881,10.11156791135409
2025-11-02,2.364372719642322,-5.307770291595091,10.036515730879735
2025-11-03,2.4350949588948594,-5.237578193742548,10.107768111532268
2025-11-04,2.3703541482505206,-5.302849112132394,10.043557408633436
2025-11-05,2.482802998823258,-5.190930332561125,10.15653633020764
2025-11-06,2.3758409861285106,-5.298422379640481,10.050104351897502
2025-11-07,2.33815180954451,-5.336683031894937,10.012986650983958
2025-11-08,2.4398211334219,-5.235542467779293,10.115184734623092
2025-11-09,2.364238703060118,-5.311655355360429,10.040132761480665
2025-11-10,2.4349609423126553,-5.241463464832687,10.111385349457997
2025-11-11,2.3702201316683165,-5.306734590536381,10.047174853873013
2025-11-12,2.4826689822410537,-5.194816018268199,10.160153982750305
2025-11-13,2.3757069695463064,-5.302308272639678,10.05372221173229
2025-11-14,2.338017792962306,-5.34056912981203,10.016604715736642
2025-11-15,2.439687116839696,-5.239428773025926,10.118803006705319
2025-11-16,2.364104686477914,-5.315541867841346,10.043751240797175
2025-11-17,2.434826925730451,-5.245350184540781,10.115004036001684
2025-11-18,2.3700861150861123,-5.31062151746073,10.050793747632955
2025-11-19,2.4825349656588496,-5.198703152398052,10.163773083715752
2025-11-20,2.3755729529641023,-5.3061956139641,10.057341519892304
2025-11-21,2.3378837763801017,-5.344456675951298,10.020224228711502
2025-11-22,2.4395531002574917,-5.243316526397388,10.12242272691237
2025-11-23,2.3639706698957097,-5.319429828349514,10.047371168140934
2025-11-24,2.434692909148247,-5.249238352178587,10.11862417047508
2025-11-25,2.369952098503908,-5.314509892217261,10.054414089225078
2025-11-26,2.4824009490766454,-5.202591734262587,10.167393632415877
2025-11-27,2.375438936381898,-5.310084402925712,10.060962275689509
2025-11-28,2.3377497597978976,-5.348345669624798,10.023845189220593
2025-11-29,2.4394190836752876,-5.247205727205802,10.126043894556378
2025-11-30,2.3638366533135056,-5.323319236197139,10.050992542824151
2025-12-01,2.434558892566043,-5.253127967058374,10.122245752190459
2025-12-02,2.369818081921704,-5.318399714118328,10.058035877961736
2025-12-03,2.4822669324944413,-5.206481763174219,10.171015628163103
2025-12-04,2.375304919799694,-5.313974638837018,10.064584478436405
2025-12-05,2.3376157432156934,-5.352236110145112,10.027467596576498
2025-12-06,2.4392850670930835,-5.251096374763829,10.129666508949997
2025-12-07,2.3637026367313014,-5.327210090696946,10.054615364159549
2025-12-08,2.4344248759838387,-5.25701902849295,10.125868780460626
2025-12-09,2.3696840653395,-5.322290982476801,10.0616591131558
2025-12-10,2.482132915912237,-5.210373238445907,10.17463907027038
2025-12-11,2.37517090321749,-5.317866321011033,10.068208127446013
2025-12-12,2.3374817266334893,-5.35612799682535,10.031091450092328
2025-12-13,2.4391510505108793,-5.2549884683846475,10.133290569406407
2025-12-14,2.3635686201490973,-5.331102391162193,10.058239631460388
2025-12-15,2.4342908594016346,-5.260911535795639,10.129493254598907
2025-12-16,2.369550048757296,-5.326183696606085,10.065283794120678
2025-12-17,2.481998899330033,-5.2142661593911175,10.178263958051183
2025-12-18,2.375036886635286,-5.321759448761311,10.071833222031882
2025-12-19,2.337347710051285,-5.360021328979144,10.034716749081714
2025-12-20,2.439017033928675,-5.258882007381969,10.136916075239318
2025-12-21,2.363434603566893,-5.334996136906659,10.061865344040445
2025-12-22,2.4341568428194305,-5.264805488280301,10.13311917391916
2025-12-23,2.3694160321750917,-5.330077855820107,10.068909920170292
2025-12-24,2.481864882747829,-5.218160525323855,10.181890290819513
2025-12-25,2.3749028700530816,-5.32565402140192,10.075459761508084
2025-12-26,2.337213693469081,-5.363916105920657,10.038343492858818
2025-12-27,2.438883017346471,-5.2627769910700195,10.140543025762963
2025-12-28,2.363300586984689,-5.338891327244652,10.065492501214031
